"","Name","Type of Insurance Company","Insurance Category","Insurance Company Status","Authorization Country","Country of Authorisation","Website","Link","address"
"797","Stad Holland Zorgverzekeraar Onderlinge Waarborgmaatschappij U.A.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2619","'s-Gravelandseweg 555, 3119 XT, Schiedam Holland"
"798","STANDARD LIFE INTERNATIONAL DAC","Freedom To Provide Services","Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1694","St Stephen' s Green 90, Dublin 2, Dublin Irland"
"799","Standard Trane Insurance Ireland dac","Freedom To Provide Services","Non Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1498","James Joyce Street The Metropolitan Building , Dublin 1, Dublin Irland"
"800","STARR EUROPE INSURANCE LTD","Freedom To Provide Services","Non Life Insurance","Active","Greece","Malta","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3268","Dragonara Business Centre 5th floor, Dragonara Road, St. Julians, STJ 3141, St. Julians Malta"
"801","STARR EXCESS EUROPE LIMITED","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1397",""
"802","Starr International (Europe) Limited","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2689","Fenchurch Avenue 30, EC3M 5AD, London United Kingdom"
"803","StarStone Insurance SE","Freedom To Provide Services","Non Life Insurance","Active","Greece","Lichtenstain","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2832","Zollstrasse 82, 9494, Schaan Lichtenstain"
"804","StarStone Insurance SE","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=336","Leadenhall Street 88, EC3A 3BA, London United Kingdom"
"805","STEAMSHIP MUTUAL UNDERWRITING ASSOCIATION (EUROPE) LTD","Freedom To Provide Services","Non Life Insurance","Active","Greece","Cyprus","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3411","Esperidon 5, 2001, Strovolos Cyprus"
"806","STEAMSHIP MUTUAL UNDERWRITING ASSOCIATION LIMITED","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1519","London"
"807","STEFANIA BIZTOZITO Zrt","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Hungary","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1678",""
"808","STORA ENSO FORSAKRINGSAKTIEBOLAG","Freedom To Provide Services","Composite","Ceased","Greece","Sweden","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=326",", 79180, Falun"
"809","SUN ALLIANCE & LONDON INSURANCE PLC","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1226",""
"810","Sun Life Assurance Company of Canada (UK) Limited","Freedom To Provide Services","Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=475","Matrix House Basing View , Hampshire RG21 4 DZ, Basingstoke United Kingdom"
"811","SUNDERLAND MARINE INSURANCE COMPANY LIMITED","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1353",""
"812","SureStone Insurance dac","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=451","Merrion Hall , Strand Hall , Sandymount , D04 P6C4, Dublin Irland"
"813","SV SPARKASSENVERSICHERUNG GEBAUDE-VERSICHERUNG AG","Freedom To Provide Services","Non Life Insurance","Active","Greece","Germany","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=317","Lowentorstrasse 65, 70376, Stuttgart Germany"
"814","Sveriges Angfartygs Assurans Forening","Freedom To Provide Services","Non Life Insurance","Active","Greece","Sweden","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2507","Box 171, 40122, Gothenburg Sweden"
"815","SW FUNDING PLC","Freedom To Provide Services","Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2327",""
"816","SWISS LIFE (Luxembourg) S.A.","Freedom To Provide Services","Life Insurance","Active","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1164","rue Eugene Ruppert 2-6, L-2453, Luxembourg Luxemburg"
"817","Swiss Life Liechtenstein AG","Freedom To Provide Services","Life Insurance","Active","Greece","Lichtenstain","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1708","Industriestrasse 56, 9491, Ruggell Lichtenstain"
"818","SWISS RE INTERNATIONAL S.E.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1693","rue Albert Borschette 2A, L-1246, Luxembourg Luxemburg"
"819","Swiss Reinsurance Company UK Limited","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1625",""
"820","SWISSLIFE PREVOYANCE ET SANTE","Freedom To Provide Services","Non Life Insurance","Active","Greece","France","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1913","7 Rue Belgrand , 92300, Levallois Perret France"
"821","SYNCORA GUARANTEE (UK) limited","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1497",""
"822","SYNETERISTIKI INSURANCE COMPANY INC","Insurance Undertaking","Composite","Active","Greece","Greece","http://www.syneteristiki.gr","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=57","Leof. Syggroy 367, 17564, Paleo Faliro, Attic, Greece"
"823","SYNTONIA INSURANCE AG","Freedom To Provide Services","Non Life Insurance","Active","Greece","Lichtenstain","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=287","Landstrasse 61, 9494 Schaan, Vaduz Lichtenstain"
"824","TATE & LYLE INSURANCE (GIBRALTAR) LIMITED","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Gibraltar","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1675",""
"825","TCS INSURANCE COMPANY OF IRELAND dac","Freedom To Provide Services","Non Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1754","James Joyce Street The Metropolitan Building , Dublin 1, Dublin Irland"
"826","Telia Forsakring AB","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Sweden","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1260",""
"827","Tenecom Limited","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1789","St. Mary Axe 33 London United Kingdom"
"828","The Britannia Steam Ship Insurance Association Europe M.A.","Branch","Non Life Insurance","Active","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=5243","Rue Glesener 53A, L-1631, Luxembourg Luxemburg"
"829","The Britannia Steam Ship Insurance Association Europe M.A.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3296","Rue Glesener 53A, L-1631, Luxembourg Luxemburg"
"830","THE BRITISH UNITED PROVIDENT ASSOCIATION LTD","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1329",""
"831","THE EQUITABLE LIFE ASSURANCE SOCIETY","Freedom To Provide Services","Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1373",""
"832","THE ETHNIKI HELLENIC GENERAL INSURANCE COMPANY SA","Insurance Undertaking","Composite","Active","Greece","Greece","http://www.ethniki-asfalistiki.gr","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=48","Leof. Syggroy 103 – 105, 11745, Athens, Attic, Greece"
"833","The Griffin Insurance Association Limited","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1714","King William Street 45, EC4R 9AN, London United Kingdom"
"834","THE INDEMNITY MARINE ASSURANCE COMPANY  LTD","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1220",""
"835","THE LONDON P&I INSURANCE COMPANY (EUROPE) LIMITED","Freedom To Provide Services","Non Life Insurance","Active","Greece","Cyprus","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=5068","Esperidon 5, 4os orofos, 2001 Strovolos, Leykosia, Strovolos Cyprus"
"836","The London Steam-Ship Owners' Mutual Insurance Association Limited","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","londonpandi.com","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1419","Leman Street 50, E1 8HQ, London United Kingdom"
"837","The Marine Insurance Company Limited","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=418","Old Hall Street New Hall Place London United Kingdom"
"838","The National Farmers'Union Mutual Insurance Society Limited","Freedom To Provide Services","Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3040","Tiddington Road, Stratford-upon-Avon CV37 7BJ, Warwickshire United Kingdom"
"839","THE NATIONAL INSURANCE & GUARANTEE CORPORATION Ltd","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1452","City Road, Crown House 145, EC1V 1JY, London United Kingdom"
"840","THE NATIONAL INSURANCE INSTITUTE OF GREECE LIMITED","Insurance Undertaking","Composite","Liquidation","Greece","Greece","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=78","SOLONOS 51, 10672, Athens, Attic, Greece"
"841","THE OCEAN MARINE INSURANCE COMPANY  LTD","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1221","Norfolk , NR1 3NG , Norwich United Kingdom"
"842","The OneLife Company S.A.","Freedom To Provide Services","Life Insurance","Active","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2710","Rue Pafebrunch 38, L-8303, Capellen Luxemburg"
"843","THE PALATINE INSURANCE COMPANY LIMITED","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=5049","ST.MARY AXE 30, EC3A 8EP LONDON, London United Kingdom"
"844","THE PROCTER & GAMBLE INTERNATIONAL INSURANCE COMPANY, LIMITED","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=271","ADELAIDE ROAD , DUBLIN 2, Dublin Irland"
"845","THE PRUDENTIAL ASSURANCE COMPANY LIMITED","Freedom To Provide Services","Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1674","Laurence Pountney Hill , EC4R 0HH, London United Kingdom"
"846","THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LIMITED","Freedom To Provide Services","Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=320","GRACECHURCH ST. 55, EC3V 0RL, London United Kingdom"
"847","THE SHIPOWNERS MUTUAL PROTECTION AND INDEMNITY ASSOCIATION (LUXEMBOURG)","Freedom To Provide Services","Non Life Insurance","Active","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1777","rue Notre-Dame 16, L-2240, Luxembourg Luxemburg"
"848","THE SHIPOWNERS' MUTUAL STRIKE INSURANCE ASSOCIATION EUROPE","Freedom To Provide Services","Non Life Insurance","License Withdrawal","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1224","Rue de Merl, 74, B.P.2217, L-1022, Luxembourg Luxemburg"
"849","THE STANDARD CLUB IRELAND DAC","Branch","Non Life Insurance","Ceased","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3322","Fitzwilliam Hall Fitzwilliam Square, Dublin 2, Dublin Irland"
"850","THE STANDARD CLUB IRELAND DAC","Freedom To Provide Services","Non Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3302","Fitzwilliam Hall Fitzwilliam Square, Dublin 2, Dublin Irland"
"851","THE STANDARD CLUB UK LTD","Branch","Non Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2830","St. Katharines Way 1, E1W 1UN , London United Kingdom"
"852","THE STANDARD CLUB UK LTD","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1402","St. Katharines Way 1, E1W 1UN , London United Kingdom"
"853","THE UNITED KINGDOM FREIGHT DEMURRAGE AND DEFENCE INSURANCE (EUROPE) LIMITED","Freedom To Provide Services","Non Life Insurance","Active","Greece","Cyprus","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3454","ThEKLAS LYSIOTI 37, GEMINI HOUSE OFFICE 202, 3030, Limassol Cyprus"
"854","The United Kingdom Mutual Steam Ship Assurance Association (Europe) Limited","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1636",""
"855","THE WEST OF ENGLAND SHIP OWNERS MUTUAL INSURANCE ASSOCIATION","Branch","Non Life Insurance","Active","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=5105","Grand-Rue 31, L-1661, Luxembourg Luxemburg"
"856","THE WEST OF ENGLAND SHIP OWNERS MUTUAL INSURANCE ASSOCIATION","Freedom To Provide Services","Non Life Insurance","Active","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2482","Grand-Rue 31, L-1661, Luxembourg Luxemburg"
"857","THEMIS S.A. GENERAL INSURANCE COMPANY","Insurance Undertaking","Composite","Liquidation","Greece","Greece","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=84","L. ALEXANDRAS 9, 11473, Athens, Attic, Greece"
"858","Threadneedle Pensions Limited","Freedom To Provide Services","Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1710","St Mary Axe 60, EC3A 8JQ, London United Kingdom"
"859","TM hf.","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Island","www.tm.is","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2063","Sidumula 24, 108, Reykjavik Island"
"860","TOKIO MARINE EUROPE S.A.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3251","Rue Sainte Zithe 31-33, L-2763, Luxembourg Luxemburg"
"861","TOKIO MARINE KILN INSURANCE LIMITED","Branch","Non Life Insurance","Ceased","Greece","United Kingdom","http://www.willis.com","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=349","Gracechurch Street 60, EC3V 0HR, London United Kingdom"
"862","TOKIO MARINE KILN INSURANCE LIMITED","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","http://www.willis.com","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3262","Gracechurch Street 60, EC3V 0HR, London United Kingdom"
"863","TOKIO MILLENIUM RE (UK) LIMITED","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1574",""
"864","TORO ASSICURAZIONI S.P.A. (ITALY)","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Italy","http://www.toroassicurazioni.it","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=279","VIA MAZZINI 53, 10123, Turin Italy"
"865","TOWARZYSTWO UBEZPIECZEN EULER HERMES S.A.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Poland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1629",""
"866","Towarzystwo Ubezpieczen Europa Spolka Akcyjna","Freedom To Provide Services","Non Life Insurance","Active","Greece","Poland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=5166","ul.gen.Wladystawa Sikorskiego 26, 53-659, Wroclaw Poland"
"867","TOWARZYSTWO UBEZPIECZEN I REASEKURACJI ALLIANZ POLSKA S.A.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Poland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=295","ul. Rodziny Hiszpanskich 1, 02-685, Warsaw Poland"
"868","TOWARZYSTWO UBEZPIECZEN I REASEKURACJI WARTA S.A","Freedom To Provide Services","Non Life Insurance","Active","Greece","Poland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=294","Rondo Ignacego Daszynskiego 1, 00-843 Warsawa, Warsaw Poland"
"869","Towarzystwo Ubezpieczen na Zycie Europa Spolka Akcyjna","Freedom To Provide Services","Life Insurance","Active","Greece","Poland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=5168","ul.Wladystawa Sikorskiego 26, 53-659, Wroclaw Poland"
"870","TOWARZYSTWO UBEZPIECZEN WZAJEMNYCH POLSKI ZAKLAD UBEZPIECZEN WZAJEMNYCH","Freedom To Provide Services","Non Life Insurance","Active","Greece","Poland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3358","Rondo Ignacego Daszynskiego 4, 00-843 Warsawa, Warsaw Poland"
"871","Trans Europe Teal Dublin Limited","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1734","March house 4th floor Adelaide Road 25-28, Dublin 2, Dublin Irland"
"872","TransRe London Limited","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2431","Corn Exhange, Mark Lane 55 , EC3R7NE, London United Kingdom"
"873","Travelers Casualty and Surety Company of Europe Limited","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1182","Great Western Road , GL1 3EA, London United Kingdom"
"874","Travelers Insurance Company Limited","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1732","London Road 61 -63 London United Kingdom"
"875","TRAVELERS INSURANCE DAC","Freedom To Provide Services","Non Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3319","Europa House, Harcourt Centre, 3rd floor, Harcourt Str.,, Dublin 2, Dublin Irland"
"876","TRAVELJIGSAW INSURANCE LIMITED","Freedom To Provide Services","Non Life Insurance","Active","Greece","Malta","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2887","DEVELOPMENT HOUSE, ST.ANNE STR., 3rd floor, FLORIANA FRN 9010, Valletta Malta"
"877","TRENWICK INTERNATIONAL LTD","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=232","Eagle Court 8 London United Kingdom"
"878","TRIGLAV OSIGURANJE dd","Freedom To Provide Services","Composite","Active","Greece","Croatia","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2563","Antuna Heinza 4, 10000, Zagreb Croatia"
"879","TRYG FORSIKRING A/S","Freedom To Provide Services","Non Life Insurance","Active","Greece","Denmark","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2125","Klausdalsbrovej 601, 2750, Ballerup Denmark"
"880","TT CLUB MUTUAL INSURANCE Limited","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1394","London"
"881","TT Club Mutual Insurance N.V.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=5246","Wilhelminakade 953 A , 3072AP, Rotterdam Holland"
"882","TUA ASSICURAZIONI S.P.A.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Italy","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3435","Via Tazio Nuvolari 1, 20143, Milan Italy"
"883","UAB BTA DRAUDIMAS","Freedom To Provide Services","Non Life Insurance","License Withdrawal","Greece","Lithuania","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1631","Valdemara Street 63 K., LV-1142, Riga Lithuania"
"884","UAB PZU Lietuva Gyvybes Draudimas","Freedom To Provide Services","Life Insurance","Active","Greece","Lithuania","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=5221","Konstitucijos pr.7, 9308 Vilnius, Vilnius Lithuania"
"885","UAP INCENDIE-ACCIDENTS","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","France","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1311",""
"886","UK BRANCH ( AXIS SPECIALTY  EUROPE LIMITED)","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1509","Great Tower Street Plantation Place 60, EC3R5AZ, London United Kingdom"
"887","UK Insurance Limited","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=410","Neville Street The Warf, LS1 4AZ, Leeds United Kingdom"
"888","UK P&I Club N.V.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3339","Wilhelminakade 953, 3072 AP, Rotterdam Holland"
"889","UNILEVER INSURANCES N.V.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1369",""
"890","UNION POISTOVNA, A.S.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Slovakia","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1596",""
